fips,name,State,State Code,Region,Division,msa,type_bea20
767,18141,St. Joseph County,Indiana,IN,Midwest,East North Central,"South Bend-Mishawaka, IN-MI ",Metro
768,18143,Scott County,Indiana,IN,Midwest,East North Central,"Scottsburg, IN ",Micro
769,18145,Shelby County,Indiana,IN,Midwest,East North Central,"Indianapolis-Carmel-Anderson, IN ",Metro
770,18147,Spencer County,Indiana,IN,Midwest,East North Central,,Rural
771,18149,Starke County,Indiana,IN,Midwest,East North Central,,Rural
772,18151,Steuben County,Indiana,IN,Midwest,East North Central,"Angola, IN ",Micro
773,18153,Sullivan County,Indiana,IN,Midwest,East North Central,"Terre Haute, IN ",Metro
774,18155,Switzerland County,Indiana,IN,Midwest,East North Central,,Rural
775,18157,Tippecanoe County,Indiana,IN,Midwest,East North Central,"Lafayette-West Lafayette, IN ",Metro
776,18159,Tipton County,Indiana,IN,Midwest,East North Central,,Rural
777,18161,Union County,Indiana,IN,Midwest,East North Central,"Cincinnati, OH-KY-IN ",Metro
778,18163,Vanderburgh County,Indiana,IN,Midwest,East North Central,"Evansville, IN-KY ",Metro
779,18165,Vermillion County,Indiana,IN,Midwest,East North Central,"Terre Haute, IN ",Metro
780,18167,Vigo County,Indiana,IN,Midwest,East North Central,"Terre Haute, IN ",Metro
781,18169,Wabash County,Indiana,IN,Midwest,East North Central,"Wabash, IN ",Micro
782,18171,Warren County,Indiana,IN,Midwest,East North Central,"Lafayette-West Lafayette, IN ",Metro
783,18173,Warrick County,Indiana,IN,Midwest,East North Central,"Evansville, IN-KY ",Metro
784,18175,Washington County,Indiana,IN,Midwest,East North Central,"Louisville/Jefferson County, KY-IN ",Metro
785,18177,Wayne County,Indiana,IN,Midwest,East North Central,"Richmond, IN ",Micro
786,18179,Wells County,Indiana,IN,Midwest,East North Central,"Bluffton, IN ",Micro
787,18181,White County,Indiana,IN,Midwest,East North Central,,Rural
788,18183,Whitley County,Indiana,IN,Midwest,East North Central,"Fort Wayne, IN ",Metro
789,19001,Adair County,Iowa,IA,Midwest,West North Central,,Rural
790,19003,Adams County,Iowa,IA,Midwest,West North Central,,Rural
791,19005,Allamakee County,Iowa,IA,Midwest,West North Central,,Rural
792,19007,Appanoose County,Iowa,IA,Midwest,West North Central,,Rural
793,19009,Audubon County,Iowa,IA,Midwest,West North Central,,Rural
794,19011,Benton County,Iowa,IA,Midwest,West North Central,"Cedar Rapids, IA ",Metro
795,19013,Black Hawk County,Iowa,IA,Midwest,West North Central,"Waterloo-Cedar Falls, IA ",Metro
796,19015,Boone County,Iowa,IA,Midwest,West North Central,"Ames, IA ",Metro
797,19017,Bremer County,Iowa,IA,Midwest,West North Central,"Waterloo-Cedar Falls, IA ",Metro
798,19019,Buchanan County,Iowa,IA,Midwest,West North Central,,Rural
799,19021,Buena Vista County,Iowa,IA,Midwest,West North Central,"Storm Lake, IA ",Micro
800,19023,Butler County,Iowa,IA,Midwest,West North Central,,Rural
801,19025,Calhoun County,Iowa,IA,Midwest,West North Central,,Rural
802,19027,Carroll County,Iowa,IA,Midwest,West North Central,"Carroll, IA ",Micro
803,19029,Cass County,Iowa,IA,Midwest,West North Central,,Rural
804,19031,Cedar County,Iowa,IA,Midwest,West North Central,,Rural
805,19033,Cerro Gordo County,Iowa,IA,Midwest,West North Central,"Mason City, IA ",Micro
806,19035,Cherokee County,Iowa,IA,Midwest,West North Central,,Rural
807,19037,Chickasaw County,Iowa,IA,Midwest,West North Central,,Rural
808,19039,Clarke County,Iowa,IA,Midwest,West North Central,,Rural
809,19041,Clay County,Iowa,IA,Midwest,West North Central,"Spencer, IA ",Micro
810,19043,Clayton County,Iowa,IA,Midwest,West North Central,,Rural
811,19045,Clinton County,Iowa,IA,Midwest,West North Central,"Clinton, IA ",Micro
812,19047,Crawford County,Iowa,IA,Midwest,West North Central,,Rural
813,19049,Dallas County,Iowa,IA,Midwest,West North Central,"Des Moines-West Des Moines, IA ",Metro
814,19051,Davis County,Iowa,IA,Midwest,West North Central,,Rural
815,19053,Decatur County,Iowa,IA,Midwest,West North Central,,Rural
816,19055,Delaware County,Iowa,IA,Midwest,West North Central,,Rural
817,19057,Des Moines County,Iowa,IA,Midwest,West North Central,"Burlington, IA-IL ",Micro
818,19059,Dickinson County,Iowa,IA,Midwest,West North Central,"Spirit Lake, IA ",Micro
819,19061,Dubuque County,Iowa,IA,Midwest,West North Central,"Dubuque, IA ",Metro
820,19063,Emmet County,Iowa,IA,Midwest,West North Central,,Rural
821,19065,Fayette County,Iowa,IA,Midwest,West North Central,,Rural
822,19067,Floyd County,Iowa,IA,Midwest,West North Central,,Rural
823,19069,Franklin County,Iowa,IA,Midwest,West North Central,,Rural
824,19071,Fremont County,Iowa,IA,Midwest,West North Central,,Rural
825,19073,Greene County,Iowa,IA,Midwest,West North Central,,Rural
826,19075,Grundy County,Iowa,IA,Midwest,West North Central,"Waterloo-Cedar Falls, IA ",Metro
827,19077,Guthrie County,Iowa,IA,Midwest,West North Central,"Des Moines-West Des Moines, IA ",Metro
828,19079,Hamilton County,Iowa,IA,Midwest,West North Central,,Rural
829,19081,Hancock County,Iowa,IA,Midwest,West North Central,,Rural
830,19083,Hardin County,Iowa,IA,Midwest,West North Central,,Rural
831,19085,Harrison County,Iowa,IA,Midwest,West North Central,"Omaha-Council Bluffs, NE-IA ",Metro
832,19087,Henry County,Iowa,IA,Midwest,West North Central,,Rural
833,19089,Howard County,Iowa,IA,Midwest,West North Central,,Rural
834,19091,Humboldt County,Iowa,IA,Midwest,West North Central,,Rural
835,19093,Ida County,Iowa,IA,Midwest,West North Central,,Rural
836,19095,Iowa County,Iowa,IA,Midwest,West North Central,,Rural
837,19097,Jackson County,Iowa,IA,Midwest,West North Central,,Rural
838,19099,Jasper County,Iowa,IA,Midwest,West North Central,"Des Moines-West Des Moines, IA ",Metro
839,19101,Jefferson County,Iowa,IA,Midwest,West North Central,"Fairfield, IA ",Micro
840,19103,Johnson County,Iowa,IA,Midwest,West North Central,"Iowa City, IA ",Metro
841,19105,Jones County,Iowa,IA,Midwest,West North Central,"Cedar Rapids, IA ",Metro
842,19107,Keokuk County,Iowa,IA,Midwest,West North Central,,Rural
843,19109,Kossuth County,Iowa,IA,Midwest,West North Central,,Rural
844,19111,Lee County,Iowa,IA,Midwest,West North Central,"Fort Madison-Keokuk, IA-IL-MO ",Micro
845,19113,Linn County,Iowa,IA,Midwest,West North Central,"Cedar Rapids, IA ",Metro
846,19115,Louisa County,Iowa,IA,Midwest,West North Central,,Rural
847,19117,Lucas County,Iowa,IA,Midwest,West North Central,,Rural
848,19119,Lyon County,Iowa,IA,Midwest,West North Central,,Rural
849,19121,Madison County,Iowa,IA,Midwest,West North Central,"Des Moines-West Des Moines, IA ",Metro
850,19123,Mahaska County,Iowa,IA,Midwest,West North Central,"Oskaloosa, IA ",Micro
851,19125,Marion County,Iowa,IA,Midwest,West North Central,"Pella, IA ",Micro
852,19127,Marshall County,Iowa,IA,Midwest,West North Central,"Marshalltown, IA ",Micro
853,19129,Mills County,Iowa,IA,Midwest,West North Central,"Omaha-Council Bluffs, NE-IA ",Metro
854,19131,Mitchell County,Iowa,IA,Midwest,West North Central,,Rural
855,19133,Monona County,Iowa,IA,Midwest,West North Central,,Rural
856,19135,Monroe County,Iowa,IA,Midwest,West North Central,,Rural
857,19137,Montgomery County,Iowa,IA,Midwest,West North Central,,Rural
858,19139,Muscatine County,Iowa,IA,Midwest,West North Central,"Muscatine, IA ",Micro
859,19141,O'Brien County,Iowa,IA,Midwest,West North Central,,Rural
860,19143,Osceola County,Iowa,IA,Midwest,West North Central,,Rural
861,19145,Page County,Iowa,IA,Midwest,West North Central,,Rural
862,19147,Palo Alto County,Iowa,IA,Midwest,West North Central,,Rural
863,19149,Plymouth County,Iowa,IA,Midwest,West North Central,,Rural
864,19151,Pocahontas County,Iowa,IA,Midwest,West North Central,,Rural
865,19153,Polk County,Iowa,IA,Midwest,West North Central,"Des Moines-West Des Moines, IA ",Metro
866,19155,Pottawattamie County,Iowa,IA,Midwest,West North Central,"Omaha-Council Bluffs, NE-IA ",Metro
867,19157,Poweshiek County,Iowa,IA,Midwest,West North Central,,Rural
868,19159,Ringgold County,Iowa,IA,Midwest,West North Central,,Rural
869,19161,Sac County,Iowa,IA,Midwest,West North Central,,Rural
870,19163,Scott County,Iowa,IA,Midwest,West North Central,"Davenport-Moline-Rock Island, IA-IL ",Metro
871,19165,Shelby County,Iowa,IA,Midwest,West North Central,,Rural
872,19167,Sioux County,Iowa,IA,Midwest,West North Central,,Rural
873,19169,Story County,Iowa,IA,Midwest,West North Central,"Ames, IA ",Metro
874,19171,Tama County,Iowa,IA,Midwest,West North Central,,Rural
875,19173,Taylor County,Iowa,IA,Midwest,West North Central,,Rural
876,19175,Union County,Iowa,IA,Midwest,West North Central,,Rural
877,19177,Van Buren County,Iowa,IA,Midwest,West North Central,,Rural
878,19179,Wapello County,Iowa,IA,Midwest,West North Central,"Ottumwa, IA ",Micro
879,19181,Warren County,Iowa,IA,Midwest,West North Central,"Des Moines-West Des Moines, IA ",Metro
880,19183,Washington County,Iowa,IA,Midwest,West North Central,"Iowa City, IA ",Metro
881,19185,Wayne County,Iowa,IA,Midwest,West North Central,,Rural
882,19187,Webster County,Iowa,IA,Midwest,West North Central,"Fort Dodge, IA ",Micro
883,19189,Winnebago County,Iowa,IA,Midwest,West North Central,,Rural
884,19191,Winneshiek County,Iowa,IA,Midwest,West North Central,,Rural
885,19193,Woodbury County,Iowa,IA,Midwest,West North Central,"Sioux City, IA-NE-SD ",Metro
886,19195,Worth County,Iowa,IA,Midwest,West North Central,"Mason City, IA ",Micro
887,19197,Wright County,Iowa,IA,Midwest,West North Central,,Rural
888,20001,Allen County,Kansas,KS,Midwest,West North Central,,Rural
889,20003,Anderson County,Kansas,KS,Midwest,West North Central,,Rural
890,20005,Atchison County,Kansas,KS,Midwest,West North Central,"Atchison, KS ",Micro
891,20007,Barber County,Kansas,KS,Midwest,West North Central,,Rural
892,20009,Barton County,Kansas,KS,Midwest,West North Central,"Great Bend, KS ",Micro
893,20011,Bourbon County,Kansas,KS,Midwest,West North Central,,Rural
894,20013,Brown County,Kansas,KS,Midwest,West North Central,,Rural
895,20015,Butler County,Kansas,KS,Midwest,West North Central,"Wichita, KS ",Metro
896,20017,Chase County,Kansas,KS,Midwest,West North Central,"Emporia, KS ",Micro
897,20019,Chautauqua County,Kansas,KS,Midwest,West North Central,,Rural
898,20021,Cherokee County,Kansas,KS,Midwest,West North Central,,Rural
899,20023,Cheyenne County,Kansas,KS,Midwest,West North Central,,Rural
900,20025,Clark County,Kansas,KS,Midwest,West North Central,,Rural
901,20027,Clay County,Kansas,KS,Midwest,West North Central,,Rural
902,20029,Cloud County,Kansas,KS,Midwest,West North Central,,Rural
903,20031,Coffey County,Kansas,KS,Midwest,West North Central,,Rural
904,20033,Comanche County,Kansas,KS,Midwest,West North Central,,Rural
905,20035,Cowley County,Kansas,KS,Midwest,West North Central,"Winfield, KS ",Micro
906,20037,Crawford County,Kansas,KS,Midwest,West North Central,"Pittsburg, KS ",Micro
907,20039,Decatur County,Kansas,KS,Midwest,West North Central,,Rural
908,20041,Dickinson County,Kansas,KS,Midwest,West North Central,,Rural
909,20043,Doniphan County,Kansas,KS,Midwest,West North Central,"St. Joseph, MO-KS ",Metro
910,20045,Douglas County,Kansas,KS,Midwest,West North Central,"Lawrence, KS ",Metro
911,20047,Edwards County,Kansas,KS,Midwest,West North Central,,Rural
912,20049,Elk County,Kansas,KS,Midwest,West North Central,,Rural
913,20051,Ellis County,Kansas,KS,Midwest,West North Central,"Hays, KS ",Micro
914,20053,Ellsworth County,Kansas,KS,Midwest,West North Central,,Rural
915,20055,Finney County,Kansas,KS,Midwest,West North Central,"Garden City, KS ",Micro
916,20057,Ford County,Kansas,KS,Midwest,West North Central,"Dodge City, KS ",Micro
917,20059,Franklin County,Kansas,KS,Midwest,West North Central,"Ottawa, KS ",Micro
918,20061,Geary County,Kansas,KS,Midwest,West North Central,"Manhattan, KS ",Metro
919,20063,Gove County,Kansas,KS,Midwest,West North Central,,Rural
920,20065,Graham County,Kansas,KS,Midwest,West North Central,,Rural
921,20067,Grant County,Kansas,KS,Midwest,West North Central,,Rural
922,20069,Gray County,Kansas,KS,Midwest,West North Central,,Rural
923,20071,Greeley County,Kansas,KS,Midwest,West North Central,,Rural
924,20073,Greenwood County,Kansas,KS,Midwest,West North Central,,Rural
925,20075,Hamilton County,Kansas,KS,Midwest,West North Central,,Rural
926,20077,Harper County,Kansas,KS,Midwest,West North Central,,Rural
927,20079,Harvey County,Kansas,KS,Midwest,West North Central,"Wichita, KS ",Metro
928,20081,Haskell County,Kansas,KS,Midwest,West North Central,,Rural
929,20083,Hodgeman County,Kansas,KS,Midwest,West North Central,,Rural
930,20085,Jackson County,Kansas,KS,Midwest,West North Central,"Topeka, KS ",Metro
931,20087,Jefferson County,Kansas,KS,Midwest,West North Central,"Topeka, KS ",Metro
932,20089,Jewell County,Kansas,KS,Midwest,West North Central,,Rural
933,20091,Johnson County,Kansas,KS,Midwest,West North Central,"Kansas City, MO-KS ",Metro
934,20093,Kearny County,Kansas,KS,Midwest,West North Central,"Garden City, KS ",Micro
935,20095,Kingman County,Kansas,KS,Midwest,West North Central,,Rural
936,20097,Kiowa County,Kansas,KS,Midwest,West North Central,,Rural
937,20099,Labette County,Kansas,KS,Midwest,West North Central,"Parsons, KS ",Micro
938,20101,Lane County,Kansas,KS,Midwest,West North Central,,Rural
939,20103,Leavenworth County,Kansas,KS,Midwest,West North Central,"Kansas City, MO-KS ",Metro
940,20105,Lincoln County,Kansas,KS,Midwest,West North Central,,Rural
941,20107,Linn County,Kansas,KS,Midwest,West North Central,"Kansas City, MO-KS ",Metro
942,20109,Logan County,Kansas,KS,Midwest,West North Central,,Rural
943,20111,Lyon County,Kansas,KS,Midwest,West North Central,"Emporia, KS ",Micro
944,20113,McPherson County,Kansas,KS,Midwest,West North Central,"McPherson, KS ",Micro
945,20115,Marion County,Kansas,KS,Midwest,West North Central,,Rural
946,20117,Marshall County,Kansas,KS,Midwest,West North Central,,Rural
947,20119,Meade County,Kansas,KS,Midwest,West North Central,,Rural
948,20121,Miami County,Kansas,KS,Midwest,West North Central,"Kansas City, MO-KS ",Metro
949,20123,Mitchell County,Kansas,KS,Midwest,West North Central,,Rural
950,20125,Montgomery County,Kansas,KS,Midwest,West North Central,"Coffeyville, KS ",Micro
951,20127,Morris County,Kansas,KS,Midwest,West North Central,,Rural
952,20129,Morton County,Kansas,KS,Midwest,West North Central,,Rural
953,20131,Nemaha County,Kansas,KS,Midwest,West North Central,,Rural
954,20133,Neosho County,Kansas,KS,Midwest,West North Central,,Rural
955,20135,Ness County,Kansas,KS,Midwest,West North Central,,Rural
956,20137,Norton County,Kansas,KS,Midwest,West North Central,,Rural
957,20139,Osage County,Kansas,KS,Midwest,West North Central,"Topeka, KS ",Metro
958,20141,Osborne County,Kansas,KS,Midwest,West North Central,,Rural
959,20143,Ottawa County,Kansas,KS,Midwest,West North Central,"Salina, KS ",Micro
960,20145,Pawnee County,Kansas,KS,Midwest,West North Central,,Rural
961,20147,Phillips County,Kansas,KS,Midwest,West North Central,,Rural
962,20149,Pottawatomie County,Kansas,KS,Midwest,West North Central,"Manhattan, KS ",Metro
963,20151,Pratt County,Kansas,KS,Midwest,West North Central,,Rural
964,20153,Rawlins County,Kansas,KS,Midwest,West North Central,,Rural
965,20155,Reno County,Kansas,KS,Midwest,West North Central,"Hutchinson, KS ",Micro
966,20157,Republic County,Kansas,KS,Midwest,West North Central,,Rural
967,20159,Rice County,Kansas,KS,Midwest,West North Central,,Rural
968,20161,Riley County,Kansas,KS,Midwest,West North Central,"Manhattan, KS ",Metro
969,20163,Rooks County,Kansas,KS,Midwest,West North Central,,Rural
970,20165,Rush County,Kansas,KS,Midwest,West North Central,,Rural
971,20167,Russell County,Kansas,KS,Midwest,West North Central,,Rural
972,20169,Saline County,Kansas,KS,Midwest,West North Central,"Salina, KS ",Micro
973,20171,Scott County,Kansas,KS,Midwest,West North Central,,Rural
974,20173,Sedgwick County,Kansas,KS,Midwest,West North Central,"Wichita, KS ",Metro
975,20175,Seward County,Kansas,KS,Midwest,West North Central,"Liberal, KS ",Micro
976,20177,Shawnee County,Kansas,KS,Midwest,West North Central,"Topeka, KS ",Metro
977,20179,Sheridan County,Kansas,KS,Midwest,West North Central,,Rural
978,20181,Sherman County,Kansas,KS,Midwest,West North Central,,Rural
979,20183,Smith County,Kansas,KS,Midwest,West North Central,,Rural
980,20185,Stafford County,Kansas,KS,Midwest,West North Central,,Rural
981,20187,Stanton County,Kansas,KS,Midwest,West North Central,,Rural
982,20189,Stevens County,Kansas,KS,Midwest,West North Central,,Rural
983,20191,Sumner County,Kansas,KS,Midwest,West North Central,"Wichita, KS ",Metro
984,20193,Thomas County,Kansas,KS,Midwest,West North Central,,Rural
985,20195,Trego County,Kansas,KS,Midwest,West North Central,,Rural
986,20197,Wabaunsee County,Kansas,KS,Midwest,West North Central,"Topeka, KS ",Metro
987,20199,Wallace County,Kansas,KS,Midwest,West North Central,,Rural
988,20201,Washington County,Kansas,KS,Midwest,West North Central,,Rural
989,20203,Wichita County,Kansas,KS,Midwest,West North Central,,Rural
990,20205,Wilson County,Kansas,KS,Midwest,West North Central,,Rural
991,20207,Woodson County,Kansas,KS,Midwest,West North Central,,Rural
992,20209,Wyandotte County,Kansas,KS,Midwest,West North Central,"Kansas City, MO-KS ",Metro
993,21001,Adair County,Kentucky,KY,South,East South Central,,Rural
994,21003,Allen County,Kentucky,KY,South,East South Central,"Bowling Green, KY ",Metro
995,21005,Anderson County,Kentucky,KY,South,East South Central,"Frankfort, KY ",Micro
996,21007,Ballard County,Kentucky,KY,South,East South Central,"Paducah, KY-IL ",Micro
997,21009,Barren County,Kentucky,KY,South,East South Central,"Glasgow, KY ",Micro
998,21011,Bath County,Kentucky,KY,South,East South Central,"Mount Sterling, KY ",Micro
999,21013,Bell County,Kentucky,KY,South,East South Central,"Middlesborough, KY ",Micro
1000,21015,Boone County,Kentucky,KY,South,East South Central,"Cincinnati, OH-KY-IN ",Metro
1001,21017,Bourbon County,Kentucky,KY,South,East South Central,"Lexington-Fayette, KY ",Metro
1002,21019,Boyd County,Kentucky,KY,South,East South Central,"Huntington-Ashland, WV-KY-OH ",Metro
1003,21021,Boyle County,Kentucky,KY,South,East South Central,"Danville, KY ",Micro
1004,21023,Bracken County,Kentucky,KY,South,East South Central,"Cincinnati, OH-KY-IN ",Metro
1005,21025,Breathitt County,Kentucky,KY,South,East South Central,,Rural
1006,21027,Breckinridge County,Kentucky,KY,South,East South Central,,Rural
1007,21029,Bullitt County,Kentucky,KY,South,East South Central,"Louisville/Jefferson County, KY-IN ",Metro
1008,21031,Butler County,Kentucky,KY,South,East South Central,"Bowling Green, KY ",Metro
1009,21033,Caldwell County,Kentucky,KY,South,East South Central,,Rural
1010,21035,Calloway County,Kentucky,KY,South,East South Central,"Murray, KY ",Micro
1011,21037,Campbell County,Kentucky,KY,South,East South Central,"Cincinnati, OH-KY-IN ",Metro
1012,21039,Carlisle County,Kentucky,KY,South,East South Central,,Rural
1013,21041,Carroll County,Kentucky,KY,South,East South Central,,Rural
1014,21043,Carter County,Kentucky,KY,South,East South Central,"Huntington-Ashland, WV-KY-OH ",Metro
1015,21045,Casey County,Kentucky,KY,South,East South Central,,Rural
1016,21047,Christian County,Kentucky,KY,South,East South Central,"Clarksville, TN-KY ",Metro
1017,21049,Clark County,Kentucky,KY,South,East South Central,"Lexington-Fayette, KY ",Metro
1018,21051,Clay County,Kentucky,KY,South,East South Central,"London, KY ",Micro
1019,21053,Clinton County,Kentucky,KY,South,East South Central,,Rural
1020,21055,Crittenden County,Kentucky,KY,South,East South Central,,Rural
1021,21057,Cumberland County,Kentucky,KY,South,East South Central,,Rural
1022,21059,Daviess County,Kentucky,KY,South,East South Central,"Owensboro, KY ",Metro
1023,21061,Edmonson County,Kentucky,KY,South,East South Central,"Bowling Green, KY ",Metro
1024,21063,Elliott County,Kentucky,KY,South,East South Central,,Rural
1025,21065,Estill County,Kentucky,KY,South,East South Central,"Richmond-Berea, KY ",Micro
1026,21067,Fayette County,Kentucky,KY,South,East South Central,"Lexington-Fayette, KY ",Metro
1027,21069,Fleming County,Kentucky,KY,South,East South Central,,Rural
1028,21071,Floyd County,Kentucky,KY,South,East South Central,,Rural
1029,21073,Franklin County,Kentucky,KY,South,East South Central,"Frankfort, KY ",Micro
1030,21075,Fulton County,Kentucky,KY,South,East South Central,,Rural
1031,21077,Gallatin County,Kentucky,KY,South,East South Central,"Cincinnati, OH-KY-IN ",Metro
1032,21079,Garrard County,Kentucky,KY,South,East South Central,,Rural
1033,21081,Grant County,Kentucky,KY,South,East South Central,"Cincinnati, OH-KY-IN ",Metro
1034,21083,Graves County,Kentucky,KY,South,East South Central,"Mayfield, KY ",Micro
1035,21085,Grayson County,Kentucky,KY,South,East South Central,,Rural
1036,21087,Green County,Kentucky,KY,South,East South Central,"Campbellsville, KY ",Micro
1037,21089,Greenup County,Kentucky,KY,South,East South Central,"Huntington-Ashland, WV-KY-OH ",Metro
1038,21091,Hancock County,Kentucky,KY,South,East South Central,"Owensboro, KY ",Metro
1039,21093,Hardin County,Kentucky,KY,South,East South Central,"Elizabethtown-Fort Knox, KY ",Metro
1040,21095,Harlan County,Kentucky,KY,South,East South Central,,Rural
1041,21097,Harrison County,Kentucky,KY,South,East South Central,,Rural
1042,21099,Hart County,Kentucky,KY,South,East South Central,,Rural
1043,21101,Henderson County,Kentucky,KY,South,East South Central,"Evansville, IN-KY ",Metro
1044,21103,Henry County,Kentucky,KY,South,East South Central,"Louisville/Jefferson County, KY-IN ",Metro
1045,21105,Hickman County,Kentucky,KY,South,East South Central,,Rural
1046,21107,Hopkins County,Kentucky,KY,South,East South Central,"Madisonville, KY ",Micro
1047,21109,Jackson County,Kentucky,KY,South,East South Central,,Rural
1048,21111,Jefferson County,Kentucky,KY,South,East South Central,"Louisville/Jefferson County, KY-IN ",Metro
1049,21113,Jessamine County,Kentucky,KY,South,East South Central,"Lexington-Fayette, KY ",Metro
1050,21115,Johnson County,Kentucky,KY,South,East South Central,,Rural
1051,21117,Kenton County,Kentucky,KY,South,East South Central,"Cincinnati, OH-KY-IN ",Metro
1052,21119,Knott County,Kentucky,KY,South,East South Central,,Rural
1053,21121,Knox County,Kentucky,KY,South,East South Central,"London, KY ",Micro
1054,21123,Larue County,Kentucky,KY,South,East South Central,"Elizabethtown-Fort Knox, KY ",Metro
1055,21125,Laurel County,Kentucky,KY,South,East South Central,"London, KY ",Micro
1056,21127,Lawrence County,Kentucky,KY,South,East South Central,,Rural
1057,21129,Lee County,Kentucky,KY,South,East South Central,,Rural
1058,21131,Leslie County,Kentucky,KY,South,East South Central,,Rural
1059,21133,Letcher County,Kentucky,KY,South,East South Central,,Rural
1060,21135,Lewis County,Kentucky,KY,South,East South Central,,Rural
1061,21137,Lincoln County,Kentucky,KY,South,East South Central,"Danville, KY ",Micro
1062,21139,Livingston County,Kentucky,KY,South,East South Central,"Paducah, KY-IL ",Micro
1063,21141,Logan County,Kentucky,KY,South,East South Central,,Rural
1064,21143,Lyon County,Kentucky,KY,South,East South Central,,Rural
1065,21145,McCracken County,Kentucky,KY,South,East South Central,"Paducah, KY-IL ",Micro
1066,21147,McCreary County,Kentucky,KY,South,East South Central,,Rural
1067,21149,McLean County,Kentucky,KY,South,East South Central,"Owensboro, KY ",Metro
1068,21151,Madison County,Kentucky,KY,South,East South Central,"Richmond-Berea, KY ",Micro
1069,21153,Magoffin County,Kentucky,KY,South,East South Central,,Rural
1070,21155,Marion County,Kentucky,KY,South,East South Central,,Rural
1071,21157,Marshall County,Kentucky,KY,South,East South Central,,Rural
1072,21159,Martin County,Kentucky,KY,South,East South Central,,Rural
1073,21161,Mason County,Kentucky,KY,South,East South Central,"Maysville, KY ",Micro
1074,21163,Meade County,Kentucky,KY,South,East South Central,"Elizabethtown-Fort Knox, KY ",Metro
1075,21165,Menifee County,Kentucky,KY,South,East South Central,"Mount Sterling, KY ",Micro
1076,21167,Mercer County,Kentucky,KY,South,East South Central,,Rural
1077,21169,Metcalfe County,Kentucky,KY,South,East South Central,"Glasgow, KY ",Micro
1078,21171,Monroe County,Kentucky,KY,South,East South Central,,Rural
1079,21173,Montgomery County,Kentucky,KY,South,East South Central,"Mount Sterling, KY ",Micro
1080,21175,Morgan County,Kentucky,KY,South,East South Central,,Rural
1081,21177,Muhlenberg County,Kentucky,KY,South,East South Central,"Central City, KY ",Micro
1082,21179,Nelson County,Kentucky,KY,South,East South Central,"Bardstown, KY ",Micro
1083,21181,Nicholas County,Kentucky,KY,South,East South Central,,Rural
1084,21183,Ohio County,Kentucky,KY,South,East South Central,,Rural
1085,21185,Oldham County,Kentucky,KY,South,East South Central,"Louisville/Jefferson County, KY-IN ",Metro
1086,21187,Owen County,Kentucky,KY,South,East South Central,,Rural
1087,21189,Owsley County,Kentucky,KY,South,East South Central,,Rural
1088,21191,Pendleton County,Kentucky,KY,South,East South Central,"Cincinnati, OH-KY-IN ",Metro
1089,21193,Perry County,Kentucky,KY,South,East South Central,,Rural
1090,21195,Pike County,Kentucky,KY,South,East South Central,,Rural
1091,21197,Powell County,Kentucky,KY,South,East South Central,,Rural
1092,21199,Pulaski County,Kentucky,KY,South,East South Central,"Somerset, KY ",Micro
1093,21201,Robertson County,Kentucky,KY,South,East South Central,,Rural
1094,21203,Rockcastle County,Kentucky,KY,South,East South Central,,Rural
1095,21205,Rowan County,Kentucky,KY,South,East South Central,,Rural
1096,21207,Russell County,Kentucky,KY,South,East South Central,,Rural
1097,21209,Scott County,Kentucky,KY,South,East South Central,"Lexington-Fayette, KY ",Metro
1098,21211,Shelby County,Kentucky,KY,South,East South Central,"Louisville/Jefferson County, KY-IN ",Metro
1099,21213,Simpson County,Kentucky,KY,South,East South Central,,Rural
1100,21215,Spencer County,Kentucky,KY,South,East South Central,"Louisville/Jefferson County, KY-IN ",Metro
1101,21217,Taylor County,Kentucky,KY,South,East South Central,"Campbellsville, KY ",Micro
1102,21219,Todd County,Kentucky,KY,South,East South Central,,Rural
1103,21221,Trigg County,Kentucky,KY,South,East South Central,"Clarksville, TN-KY ",Metro
1104,21223,Trimble County,Kentucky,KY,South,East South Central,,Rural
1105,21225,Union County,Kentucky,KY,South,East South Central,,Rural
1106,21227,Warren County,Kentucky,KY,South,East South Central,"Bowling Green, KY ",Metro
1107,21229,Washington County,Kentucky,KY,South,East South Central,,Rural
1108,21231,Wayne County,Kentucky,KY,South,East South Central,,Rural
1109,21233,Webster County,Kentucky,KY,South,East South Central,,Rural
1110,21235,Whitley County,Kentucky,KY,South,East South Central,"London, KY ",Micro
1111,21237,Wolfe County,Kentucky,KY,South,East South Central,,Rural
1112,21239,Woodford County,Kentucky,KY,South,East South Central,"Lexington-Fayette, KY ",Metro
1113,22001,Acadia Parish,Louisiana,LA,South,West South Central,"Lafayette, LA ",Metro
1114,22003,Allen Parish,Louisiana,LA,South,West South Central,,Rural
1115,22005,Ascension Parish,Louisiana,LA,South,West South Central,"Baton Rouge, LA ",Metro
1116,22007,Assumption Parish,Louisiana,LA,South,West South Central,"Baton Rouge, LA ",Metro
1117,22009,Avoyelles Parish,Louisiana,LA,South,West South Central,,Rural
1118,22011,Beauregard Parish,Louisiana,LA,South,West South Central,"DeRidder, LA ",Micro
1119,22013,Bienville Parish,Louisiana,LA,South,West South Central,,Rural
1120,22015,Bossier Parish,Louisiana,LA,South,West South Central,"Shreveport-Bossier City, LA ",Metro
1121,22017,Caddo Parish,Louisiana,LA,South,West South Central,"Shreveport-Bossier City, LA ",Metro
